,filename,xmin,xmax,ymin,ymax,Time,Size,Type,Hand_Pixel_Width,Hand_Pixel_Height,Area,guantes,color
118,N_P_Trabajando_Mano-Amarillo_50_double_box1.jpg,1001,1059,248,295,N,P,train,58,47,2726,si,Amarillo
121,N_P_Trabajando_Mano-Amarillo_60_double_box2.jpg,1069,1113,203,250,N,P,train,44,47,2068,si,Amarillo
124,N_P_Trabajando_Mano-Amarillo_88_double_box1.jpg,1018,1086,248,286,N,P,test,68,38,2584,si,Amarillo
127,T_G_Mostrando_Mano-Amarillo_19_double_box1.jpg,617,765,458,660,T,G,train,148,202,29896,si,Amarillo
130,T_G_Mostrando_Mano-Amarillo_29_double_box2.jpg,700,854,380,569,T,G,train,154,189,29106,si,Amarillo
132,T_G_Mostrando_Mano-Amarillo_30_double_box2.jpg,679,842,469,654,T,G,train,163,185,30155,si,Amarillo
134,T_G_Mostrando_Mano-Amarillo_33_double_box2.jpg,611,873,541,864,T,G,test,262,323,84626,si,Amarillo
135,T_G_Mostrando_Mano-Amarillo_40_double_box1.jpg,645,849,275,494,T,G,test,204,219,44676,si,Amarillo
137,T_G_Mostrando_Mano-Amarillo_9_double_box1.jpg,704,934,276,517,T,G,train,230,241,55430,si,Amarillo
139,T_G_Trabajando_Mano-Amarillo_1_double_box1.jpg,763,933,312,400,T,G,train,170,88,14960,si,Amarillo
141,T_G_Trabajando_Mano-Amarillo_12_double_box1.jpg,761,1035,244,457,T,G,train,274,213,58362,si,Amarillo
143,T_G_Trabajando_Mano-Amarillo_23_double_box1.jpg,1057,1331,464,729,T,G,train,274,265,72610,si,Amarillo
145,T_G_Trabajando_Mano-Amarillo_34_double_box1.jpg,1024,1380,241,433,T,G,train,356,192,68352,si,Amarillo
147,T_G_Trabajando_Mano-Amarillo_45_double_box1.jpg,1018,1314,257,457,T,G,train,296,200,59200,si,Amarillo
149,T_G_Trabajando_Mano-Amarillo_50_double_box1.jpg,993,1326,243,451,T,G,test,333,208,69264,si,Amarillo
152,T_G_Trabajando_Mano-Amarillo_60_double_box2.jpg,1033,1247,193,352,T,G,test,214,159,34026,si,Amarillo
153,T_G_Trabajando_Mano-Amarillo_70_double_box1.jpg,938,1183,124,301,T,G,test,245,177,43365,si,Amarillo
156,T_P_Mostrando_Mano-Amarillo_0_double_box2.jpg,935,974,183,233,T,P,train,39,50,1950,si,Amarillo
157,T_P_Mostrando_Mano-Amarillo_10_double_box1.jpg,985,1040,22,79,T,P,train,55,57,3135,si,Amarillo
159,T_P_Mostrando_Mano-Amarillo_14_double_box1.jpg,1032,1108,103,152,T,P,train,76,49,3724,si,Amarillo
161,T_P_Mostrando_Mano-Amarillo_15_double_box1.jpg,1027,1102,130,173,T,P,test,75,43,3225,si,Amarillo
164,T_P_Trabajando_Mano-Amarillo_18_single_box.jpg,1289,1353,247,308,T,P,train,64,61,3904,si,Amarillo
165,T_P_Trabajando_Mano-Amarillo_27_single_box.jpg,1284,1351,229,305,T,P,train,67,76,5092,si,Amarillo
166,T_P_Trabajando_Mano-Amarillo_36_double_box1.jpg,1149,1193,234,280,T,P,train,44,46,2024,si,Amarillo
168,T_P_Trabajando_Mano-Amarillo_45_double_box1.jpg,1151,1220,240,288,T,P,train,69,48,3312,si,Amarillo
170,T_P_Trabajando_Mano-Amarillo_54_double_box1.jpg,1162,1208,189,244,T,P,train,46,55,2530,si,Amarillo
